movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,original_language,original_title,popularity,release_date,runtime,vote_average,poster_url
114,Margaret's Museum (1995),Drama,113774,71754.0,3.631048387096774,248.0,en,Margaret's Museum,0.6054,1995-09-13,114,6.346,https://image.tmdb.org/t/p/w500/ulhih7Th6S9zuhR5kOiVdCm8Il4.jpg
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556,43612.0,3.51,50.0,fr,Le bonheur est dans le pré,1.0575,1995-12-06,106,6.809,https://image.tmdb.org/t/p/w500/tjHn19RpFMBmzQx58SBO40nLvhu.jpg
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,3.9033092037228543,967.0,en,Anne Frank Remembered,2.7539,1995-06-08,117,7.7,https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,3.5872323552735925,1261.0,en,The Young Poisoner's Handbook,0.2602,1995-01-20,99,6.6,https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,2.996024734982332,1132.0,en,If Lucy Fell,0.8742,1996-03-08,92,5.3,https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,2.781853281853282,259.0,en,Steal Big Steal Little,0.6883,1995-09-29,113,4.3,https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
120,Race the Sun (1996),Adventure|Comedy|Drama,117427,55731.0,2.8838709677419354,155.0,en,Race the Sun,0.9386,1996-03-22,100,5.1,https://image.tmdb.org/t/p/w500/jQA7TXgmEi35Zab6fHQ8VZ7Zhfn.jpg
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,3.734042553191489,846.0,en,The Boys of St. Vincent,0.7312,1994-06-03,93,7.2,https://image.tmdb.org/t/p/w500/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,103859,11066.0,2.8564931783729155,3958.0,en,Boomerang,2.4528,1992-06-30,117,5.7,https://image.tmdb.org/t/p/w500/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,4.003961516694964,3534.0,cn,重慶森林,5.6475,1994-07-14,103,7.961,https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,37975.0,3.4833333333333334,330.0,it,L'uomo delle stelle,0.8864,1995-09-21,113,7.068,https://image.tmdb.org/t/p/w500/xa3IfslUY5hjIWFb3Z2Ofq37KHF.jpg
125,Flirting With Disaster (1996),Comedy,116324,2074.0,3.731448275862069,3625.0,en,Flirting with Disaster,1.2095,1996-03-22,93,6.179,https://image.tmdb.org/t/p/w500/yfuYLKrOcSlzydbtwdHeAWddKO7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,2.3049932523616734,1482.0,de,Die unendliche Geschichte III - Rettung aus Phantásien,1.6449,1994-10-26,95,4.472,https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,111055,44284.0,3.23,50.0,ar,صمت القصور,2.3135,1994-09-30,124,6.4,https://image.tmdb.org/t/p/w500/c8QQRaI3k3LNUqYKmlKldhLpgYK.jpg
128,Jupiter's Wife (1994),Documentary,110217,290157.0,3.5064102564102564,78.0,en,Jupiter's Wife,0.1645,1995-09-08,87,7.1,https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,3.145077720207254,193.0,en,Pie in the Sky,0.2755,1996-02-09,95,6.607,https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
130,Angela (1995),Drama,112364,32622.0,3.372340425531915,47.0,en,Angela,2.9397,1996-01-26,99,5.5,https://image.tmdb.org/t/p/w500/fhxU3jFzC2tlBgqFhB7NqO4qAFe.jpg
131,Frankie Starlight (1995),Drama|Romance,113107,73067.0,3.3098958333333335,192.0,en,Frankie Starlight,2.7919,1995-11-22,101,5.036,https://image.tmdb.org/t/p/w500/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg
132,Jade (1995),Thriller,113451,11863.0,2.7699724517906334,2178.0,en,Jade,3.0609,1995-10-13,95,5.5,https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg
133,Nueba Yol (1995),Comedy|Drama,114015,55475.0,2.7,20.0,es,Nueba Yol,0.1348,1995-08-16,102,4.8,https://image.tmdb.org/t/p/w500/wXJImKBIFIanoZQsx0knEfthpq5.jpg
134,Sonic Outlaws (1995),Documentary,114500,124636.0,3.641025641025641,39.0,en,Sonic Outlaws,0.2027,1995-07-14,87,7.4,https://image.tmdb.org/t/p/w500/fdJ6o8uOcEFiTRCo9WuZklj8EPK.jpg
135,Down Periscope (1996),Comedy,116130,9101.0,3.004985647378758,6619.0,en,Down Periscope,2.391,1996-03-01,92,6.384,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
136,From the Journals of Jean Seberg (1995),Documentary,113125,123360.0,3.607843137254902,102.0,en,From the Journals of Jean Seberg,0.1729,1995-09-08,97,5.8,https://image.tmdb.org/t/p/w500/gPUcrujOQU7cSBS0VEG81bU2Krz.jpg
137,Man of the Year (1995),Documentary,113756,5757.0,3.272935779816514,218.0,en,Man of the Year,0.3456,1995-09-15,86,2.786,https://image.tmdb.org/t/p/w500/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
138,"Neon Bible, The (1995)",Drama,113952,39428.0,3.285211267605634,142.0,en,The Neon Bible,0.3893,1995-08-23,92,6.1,https://image.tmdb.org/t/p/w500/2DyeA45isq3jIRlwG6VgwV8KQq7.jpg
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,3.289265201029907,5049.0,en,Up Close & Personal,4.3413,1996-03-01,119,6.278,https://image.tmdb.org/t/p/w500/zF67qcf7skMHLpXnifodinUqCFr.jpg
141,"Birdcage, The (1996)",Comedy,115685,11000.0,3.513739063959908,23546.0,en,The Birdcage,3.1592,1996-03-08,119,7.04,https://image.tmdb.org/t/p/w500/hU2XeckncHS61TWZKDtw1BrKmOO.jpg
142,Shadows (Cienie) (1988),Drama,94878,525153.0,3.0609756097560976,41.0,pl,Cienie,0.192,1988-08-22,101,7.6,https://image.tmdb.org/t/p/w500/emSTzEr2qdo3lV14ZQ3uIYsqHJS.jpg
143,Gospa (1995),Drama,113200,249882.0,2.1333333333333333,15.0,hr,"Gospa, The Miracle of Medjugorje",0.4198,1995-10-12,125,4.1,https://image.tmdb.org/t/p/w500/dIvQt3ykeR2TsRMOuDtlR1p2uCt.jpg
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,3.4652424175337613,4517.0,en,The Brothers McMullen,0.5251,1995-08-11,98,6.0,https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,3.282547014186737,15155.0,en,Bad Boys,9.315,1995-04-07,119,6.826,https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,2.901153212520593,607.0,en,The Amazing Panda Adventure,0.8142,1995-08-25,84,5.6,https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,3.5936087135224004,4866.0,en,The Basketball Diaries,3.8166,1995-04-21,102,7.4,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,2.898921832884097,371.0,en,An Awfully Big Adventure,1.1628,1995-05-11,113,6.541,https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,3.682905225863596,1129.0,en,Amateur,1.5962,1994-08-05,105,6.1,https://image.tmdb.org/t/p/w500/n0lFhpnoctfsPo5GXvuvQSgv9Fj.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,3.8782087951376476,55940.0,en,Apollo 13,4.7273,1995-06-30,140,7.452,https://image.tmdb.org/t/p/w500/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,3.5291420578178427,12868.0,en,Rob Roy,2.0725,1995-04-13,139,6.704,https://image.tmdb.org/t/p/w500/kWI2rF6RAnRtEjfBlZgsXumgOm5.jpg
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,3.113826815642458,716.0,en,The Addiction,0.9409,1995-10-06,82,6.464,https://image.tmdb.org/t/p/w500/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,2.8626870324189526,35288.0,en,Batman Forever,5.8982,1995-06-16,121,5.453,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,3.794795978710822,3382.0,fr,Belle de jour,2.8627,1967-05-24,101,7.311,https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,3.4034134988363074,1289.0,en,Beyond Rangoon,1.0553,1995-08-25,100,6.6,https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,3.51697438951757,1679.0,en,Blue in the Face,5.3762,1995-09-15,83,6.5,https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,2.7924214417744917,2705.0,en,Canadian Bacon,4.9877,1995-06-08,91,5.744,https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,112642,8839.0,2.9121569989579714,14395.0,en,Casper,7.282,1995-05-26,100,6.331,https://image.tmdb.org/t/p/w500/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,3.4149411287048315,2463.0,en,Clockers,1.367,1995-09-15,128,6.708,https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,2.6030558958158725,15511.0,en,Congo,2.6676,1995-06-09,109,5.587,https://image.tmdb.org/t/p/w500/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,3.7449347051840127,25270.0,en,Crimson Tide,3.6792,1995-05-12,116,7.179,https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,109508,26564.0,3.9978783592644977,6363.0,en,Crumb,3.4373,1994-09-10,120,7.5,https://image.tmdb.org/t/p/w500/9ocTHdBCJdwJ65Tubg3lYlfMxEY.jpg
163,Desperado (1995),Action|Romance|Western,112851,8068.0,3.4473877626018252,16327.0,en,Desperado,5.1089,1995-08-25,104,6.926,https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,3.458929751156133,4541.0,en,Devil in a Blue Dress,2.2967,1995-09-29,102,6.45,https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,3.5161219081272086,38488.0,en,Die Hard: With a Vengeance,8.4118,1995-05-19,128,7.276,https://image.tmdb.org/t/p/w500/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,2.896875,800.0,en,The Doom Generation,6.4233,1995-10-20,83,6.538,https://image.tmdb.org/t/p/w500/f2qIJm1bWqTycNUZMVxLBW1tN1w.jpg
167,Feast of July (1995),Drama,113044,259209.0,3.1582278481012658,79.0,en,Feast of July,0.7881,1995-10-12,116,5.5,https://image.tmdb.org/t/p/w500/inUPybROcLlzdG4EQeDIShfFjsD.jpg
168,First Knight (1995),Action|Drama|Romance,113071,6520.0,3.079358812381554,12664.0,en,First Knight,5.2643,1995-07-07,134,6.102,https://image.tmdb.org/t/p/w500/dJH5bwtu3UxbwRsSlhlhmMrV8ZH.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,2.2531303357996584,3514.0,en,Free Willy 2: The Adventure Home,1.1684,1995-07-19,95,5.9,https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,3.2208460581382194,8841.0,en,Hackers,5.6678,1995-09-14,105,6.4,https://image.tmdb.org/t/p/w500/w8H2KpRtpzwlxz5KrvINCVihok1.jpg
171,Jeffrey (1995),Comedy|Drama,113464,17447.0,3.5934873949579833,1428.0,en,Jeffrey,4.9579,1995-08-18,92,6.2,https://image.tmdb.org/t/p/w500/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,2.762982303452277,13788.0,en,Johnny Mnemonic,2.1217,1995-05-26,97,5.766,https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,2.567427077763916,16833.0,en,Judge Dredd,4.0762,1995-06-30,96,5.846,https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,113500,19326.0,2.4455626715462033,2186.0,en,Jury Duty,1.3068,1995-04-12,88,4.35,https://image.tmdb.org/t/p/w500/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,113540,9344.0,3.512801755669349,5468.0,en,Kids,5.7288,1995-07-28,91,6.892,https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,113677,9071.0,3.845614737685222,2497.0,en,Living in Oblivion,0.9326,1995-07-21,90,7.176,https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,113690,8973.0,2.8874531054606085,2399.0,en,Lord of Illusions,2.2769,1995-08-25,109,5.963,https://image.tmdb.org/t/p/w500/8MZu8s01psozeTuD6OzstP4vSvM.jpg
178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,3.378968253968254,504.0,en,Love & Human Remains,0.6134,1994-07-22,100,5.7,https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love (1995),Drama|Romance,113729,47608.0,2.746580852775543,1243.0,en,Mad Love,5.7666,1995-05-26,95,5.128,https://image.tmdb.org/t/p/w500/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg
180,Mallrats (1995),Comedy|Romance,113749,2293.0,3.5687152563310685,9714.0,en,Mallrats,2.1391,1995-10-20,95,6.755,https://image.tmdb.org/t/p/w500/2ip0sGIMPN0XEN6q3lQIoaNI6tP.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,1.9613543091655268,2924.0,en,Mighty Morphin Power Rangers: The Movie,1.9446,1995-06-30,95,5.858,https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg
182,Moonlight and Valentino (1995),Drama|Romance,113851,68274.0,3.0863309352517985,695.0,en,Moonlight and Valentino,0.7153,1995-09-29,100,5.5,https://image.tmdb.org/t/p/w500/rKJ1DwaH8pM3qDNxKFxvsQEg6wE.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,3.3508771929824563,627.0,en,Mute Witness,6.2013,1995-09-15,95,6.424,https://image.tmdb.org/t/p/w500/kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,110620,34574.0,3.0948275862068964,348.0,en,Nadja,1.0855,1995-09-01,93,5.5,https://image.tmdb.org/t/p/w500/9ioGtd3mWTRkB8zyTG9ilrDqDcU.jpg
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,3.101133663173478,25669.0,en,The Net,2.7931,1995-07-28,114,6.031,https://image.tmdb.org/t/p/w500/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
186,Nine Months (1995),Comedy|Romance,113986,11472.0,2.8797319641458534,11491.0,en,Nine Months,1.481,1995-07-12,103,5.711,https://image.tmdb.org/t/p/w500/y3VwPenHpiuIGb0fhgyt7PXZKLB.jpg
187,Party Girl (1995),Comedy,114095,36196.0,3.4394871794871795,975.0,en,Party Girl,1.4417,1995-06-09,94,6.399,https://image.tmdb.org/t/p/w500/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,3.3315135542168677,2656.0,en,The Prophecy,3.6288,1995-08-05,98,6.499,https://image.tmdb.org/t/p/w500/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg
189,Reckless (1995),Comedy|Fantasy,114241,58372.0,3.0015060240963853,332.0,en,Reckless,5.1098,1995-11-17,91,6.6,https://image.tmdb.org/t/p/w500/edNTtl2UuKcU8vXEaYgu76vISXw.jpg
190,Safe (1995),Thriller,114323,32646.0,3.6240376390076987,1169.0,en,Safe,5.7834,1995-06-23,119,6.968,https://image.tmdb.org/t/p/w500/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,2.676520750426379,1759.0,en,The Scarlet Letter,5.135,1995-10-13,135,6.108,https://image.tmdb.org/t/p/w500/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg
192,The Show (1995),Documentary,114435,56088.0,3.0576923076923075,78.0,en,The Show,4.0587,1995-08-25,93,6.4,https://image.tmdb.org/t/p/w500/u08TkPYyKeHvkrpvLEZxRLVxdwu.jpg
193,Showgirls (1995),Drama,114436,10802.0,2.258718074656189,8144.0,en,Showgirls,7.9019,1995-09-22,131,5.587,https://image.tmdb.org/t/p/w500/o4HT3Ap5c99W4FYpdXUtTvxGgPc.jpg
194,Smoke (1995),Comedy|Drama,114478,10149.0,3.8433168316831683,6060.0,en,Smoke,5.122,1995-06-09,112,7.202,https://image.tmdb.org/t/p/w500/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,3.0843076923076924,3250.0,en,Something to Talk About,2.0718,1995-08-04,106,5.637,https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species (1995),Horror|Sci-Fi,114508,9348.0,2.838971490928932,14662.0,en,Species,4.1734,1995-07-07,108,5.976,https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg
197,"Stars Fell on Henrietta, The (1995)",Drama,114534,139408.0,3.040909090909091,110.0,en,The Stars Fell on Henrietta,0.4745,1995-09-15,109,6.1,https://image.tmdb.org/t/p/w500/dQYD0WNRNZ5OBQ8iWRySIH8TEVd.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,3.422129886118806,9747.0,en,Strange Days,2.6122,1995-10-13,145,7.012,https://image.tmdb.org/t/p/w500/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,3.7806205770277628,1837.0,fr,Les Parapluies de Cherbourg,2.9782,1964-02-19,92,7.391,https://image.tmdb.org/t/p/w500/tAgTf64XKK5ir7w5C7dnB53jWWG.jpg
200,"Tie That Binds, The (1995)",Thriller,114666,79593.0,2.836705202312139,346.0,en,The Tie That Binds,0.5284,1995-09-08,99,4.8,https://image.tmdb.org/t/p/w500/xwrY46PITbSoCiKm9gTnDWP47Kh.jpg
201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,3.0286103542234333,367.0,en,Three Wishes,1.091,1995-10-27,115,6.229,https://image.tmdb.org/t/p/w500/qY1Mz8bPGKYmrb4kY1zm7s4480V.jpg
202,Total Eclipse (1995),Drama|Romance,114702,36834.0,3.0875,480.0,en,Total Eclipse,5.7435,1995-11-03,111,6.436,https://image.tmdb.org/t/p/w500/9ihmgsX9aDXZmwjvgrzJgH8FxNa.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,3.153504880212955,5635.0,en,"To Wong Foo, Thanks for Everything! Julie Newmar",2.8564,1995-09-08,108,7.363,https://image.tmdb.org/t/p/w500/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg
204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,2.931665719158613,8795.0,en,Under Siege 2: Dark Territory,3.8569,1995-07-13,99,5.85,https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,3.5048399106478034,1343.0,en,Unstrung Heroes,6.387,1995-09-15,93,6.0,https://image.tmdb.org/t/p/w500/twnqc80AL55WYnCVz4nMGEGcL7.jpg
206,Unzipped (1995),Documentary,114805,77350.0,3.469844357976654,1028.0,en,Unzipped,0.7221,1995-08-11,73,5.2,https://image.tmdb.org/t/p/w500/dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,3.3657275320970044,5608.0,en,A Walk in the Clouds,8.2233,1995-05-27,103,7.361,https://image.tmdb.org/t/p/w500/xencQzZnUWDRAOUydjf9PWet8Ae.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,2.8774138976666985,31329.0,en,Waterworld,5.6949,1995-07-28,135,6.221,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg
209,White Man's Burden (1995),Drama,114928,31611.0,2.8198675496688743,755.0,en,White Man's Burden,0.8097,1995-12-01,89,5.119,https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg
210,Wild Bill (1995),Western,114938,65796.0,2.891,500.0,en,Wild Bill,1.0425,1995-12-01,98,5.74,https://image.tmdb.org/t/p/w500/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
211,"Browning Version, The (1994)",Drama,109340,49805.0,3.588135593220339,590.0,en,The Browning Version,3.0676,1994-06-08,97,6.439,https://image.tmdb.org/t/p/w500/8My9Wnzu1zasVVzGdDj5y2dItuM.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,2.575975359342916,487.0,en,Bushwhacked,2.33,1995-08-04,90,5.3,https://image.tmdb.org/t/p/w500/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,4.0155466399197595,1994.0,ru,Утомлённые солнцем,3.9771,1994-05-01,135,6.931,https://image.tmdb.org/t/p/w500/jcpvnPSuRrynrgY7menuyZe7X4r.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,4.0345,1000.0,mk,Пред дождот,2.2086,1994-06-09,113,7.347,https://image.tmdb.org/t/p/w500/sAVSVFonnNkup5xnlxDkuRrmI2N.jpg
215,Before Sunrise (1995),Drama|Romance,112471,76.0,3.9393581878244457,8476.0,en,Before Sunrise,6.5944,1995-01-27,101,7.971,https://image.tmdb.org/t/p/w500/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
216,Billy Madison (1995),Comedy,112508,11017.0,3.2509787472035794,10728.0,en,Billy Madison,3.012,1995-02-10,90,6.19,https://image.tmdb.org/t/p/w500/sOdgtJdFalL9kRKaeJItARLTAEq.jpg
217,"Babysitter, The (1995)",Drama|Thriller,112438,37141.0,2.7254335260115607,1038.0,en,The Babysitter,1.0292,1995-10-17,90,5.2,https://image.tmdb.org/t/p/w500/wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg
218,Boys on the Side (1995),Comedy|Drama,112571,9382.0,3.283888367729831,4264.0,en,Boys on the Side,3.8482,1995-02-03,115,6.4,https://image.tmdb.org/t/p/w500/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
219,"Cure, The (1995)",Drama,112757,6715.0,3.6150442477876106,678.0,en,The Cure,1.2658,1995-04-21,97,7.937,https://image.tmdb.org/t/p/w500/3WN1H5NzLOjhY9AP848v8WPc9uu.jpg
220,Castle Freak (1995),Horror,112643,18256.0,2.4730113636363638,352.0,en,Castle Freak,2.3432,1996-04-20,90,6.1,https://image.tmdb.org/t/p/w500/rZv3aUkNngyZeiCgAjOEF5n0tve.jpg
222,Circle of Friends (1995),Drama|Romance,112679,22625.0,3.5347035040431267,5936.0,en,Circle of Friends,1.3569,1995-04-07,103,6.247,https://image.tmdb.org/t/p/w500/bnSBsGCIfGGiN68MSBIoviaoh9a.jpg
223,Clerks (1994),Comedy,109445,2292.0,3.8398552282663228,27906.0,en,Clerks,6.951,1994-10-19,92,7.384,https://image.tmdb.org/t/p/w500/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,3.4382659489176497,8731.0,en,Don Juan DeMarco,2.1792,1994-10-12,97,6.722,https://image.tmdb.org/t/p/w500/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
225,Disclosure (1994),Drama|Thriller,109635,8984.0,3.2814350264880026,12836.0,en,Disclosure,7.3907,1994-12-09,128,6.25,https://image.tmdb.org/t/p/w500/1DcDAJ5vM5XKKONmTaadq5GHpfk.jpg
226,Dream Man (1995),Thriller,112899,61813.0,2.7954545454545454,44.0,en,Dream Man,0.5268,1995-06-20,94,3.214,https://image.tmdb.org/t/p/w500/tsgOkBKwz694XDRg3VfOSD7rq5e.jpg
227,Drop Zone (1994),Action|Thriller,109676,4954.0,3.064725954361271,4689.0,en,Drop Zone,1.7628,1994-12-08,101,5.702,https://image.tmdb.org/t/p/w500/bbveyfmq6pGrzKL0l4waeA2WHHp.jpg
228,Destiny Turns on the Radio (1995),Comedy,112854,62488.0,2.6673640167364017,478.0,en,Destiny Turns on the Radio,0.6983,1995-04-28,103,5.0,https://image.tmdb.org/t/p/w500/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg
229,Death and the Maiden (1994),Drama|Thriller,109579,10531.0,3.5679304897314377,2532.0,en,Death and the Maiden,5.3712,1994-05-04,103,7.069,https://image.tmdb.org/t/p/w500/hlUXQ2aEuYDEE0ok7DORE4uffjl.jpg
